generation,best_cost
0,9707
1,9707
2,9639
3,9542
4,9390
5,9390
6,9320
7,9268
8,9239
9,9180
10,9169
11,8963
12,8874
13,8874
14,8765
15,8726
16,8689
17,8609
18,8609
19,8609
20,8609
21,8609
22,8609
23,8609
24,8609
25,8609
26,8609
27,8399
28,8399
29,8399
30,8399
31,8399
32,8399
33,8399
34,8399
35,8396
36,8396
37,8396
38,8396
39,8396
40,8396
41,8396
42,8396
43,8396
44,8396
45,8396
46,8396
47,8396
48,8396
49,8396
50,8396
51,8396
52,8396
53,8396
54,8396
55,8396
56,8396
57,8396
58,8396
59,8396
60,8396
61,8396
62,8396
63,8396
64,8396
65,8396
66,8396
67,8396
68,8396
69,8396
70,8396
71,8396
72,8396
73,8396
74,8396
75,8396
76,8396
77,8396
78,8396
79,8396
80,8396
81,8396
82,8396
83,8396
84,8396
85,8396
86,8396
87,8396
88,8396
89,8396
90,8396
