generation,best_cost
0,7366
1,7366
2,7366
3,7324
4,7324
5,7271
6,7271
7,7263
8,7182
9,7166
10,7051
11,7045
12,6959
13,6930
14,6930
15,6930
16,6867
17,6867
18,6821
19,6808
20,6775
21,6770
22,6764
23,6764
24,6764
25,6764
26,6764
27,6764
28,6764
29,6764
30,6764
31,6764
32,6764
33,6764
34,6764
35,6764
36,6764
37,6764
38,6764
39,6764
40,6764
41,6764
42,6764
43,6764
44,6764
45,6764
46,6743
47,6692
48,6692
49,6692
50,6692
51,6692
52,6692
53,6692
54,6692
55,6692
56,6692
57,6692
58,6692
59,6692
60,6692
61,6692
62,6692
63,6692
64,6692
65,6692
66,6692
67,6692
68,6692
69,6692
70,6692
71,6692
72,6692
73,6692
74,6692
75,6692
76,6692
77,6692
78,6692
79,6692
80,6692
81,6692
82,6692
83,6692
84,6692
85,6692
86,6692
87,6692
88,6692
89,6672
90,6672
