generation,best_cost
0,9707
1,9707
2,9707
3,9687
4,9607
5,9476
6,9445
7,9402
8,9367
9,9367
10,9341
11,9341
12,9266
13,9232
14,9232
15,9205
16,9101
17,9041
18,8974
19,8948
20,8940
21,8926
22,8925
23,8918
24,8917
25,8917
26,8917
27,8917
28,8917
29,8917
30,8917
31,8917
32,8917
33,8917
34,8917
35,8917
36,8917
37,8917
38,8917
39,8917
40,8917
41,8917
42,8917
43,8917
44,8917
45,8917
46,8917
47,8917
48,8917
49,8917
50,8917
51,8917
52,8917
53,8917
54,8917
55,8917
56,8917
57,8917
58,8917
59,8917
60,8917
61,8917
62,8917
63,8917
64,8917
65,8917
66,8917
67,8917
68,8917
69,8917
70,8917
71,8917
72,8917
73,8917
74,8917
75,8917
76,8917
77,8917
78,8917
79,8917
80,8917
81,8917
82,8917
83,8917
84,8917
85,8917
86,8917
87,8917
88,8917
89,8812
90,8812
