generation,best_cost
0,614
1,614
2,614
3,614
4,610
5,610
6,610
7,601
8,587
9,576
10,571
11,571
12,571
13,571
14,571
15,571
16,571
17,571
18,571
19,571
20,571
21,571
22,571
23,571
24,571
25,571
26,571
27,571
28,571
29,571
30,571
31,571
32,571
33,571
34,571
35,567
36,567
37,567
38,567
39,567
40,567
41,558
42,558
43,558
44,558
45,558
46,558
47,558
48,558
49,558
50,558
51,558
52,558
53,558
54,558
55,558
56,558
57,558
58,558
59,558
60,558
61,558
62,558
63,558
64,558
65,558
66,558
67,558
68,558
69,558
70,558
71,558
72,558
73,558
74,558
75,558
76,558
77,558
78,558
79,558
80,558
81,558
82,558
83,558
84,558
85,558
86,558
87,558
88,558
89,558
90,558
