generation,best_cost
0,139635
1,139635
2,136956
3,136924
4,135839
5,135129
6,129806
7,129806
8,129806
9,129806
10,129806
11,127907
12,127907
13,126194
14,126194
15,126194
16,126194
17,126194
18,124958
19,124171
20,124066
21,122079
22,121760
23,121760
24,121760
25,120365
26,120327
27,120327
28,119438
29,118023
30,117462
31,117462
32,117462
33,117462
34,117462
35,117462
36,117462
37,117462
38,117462
39,117462
40,117462
41,117462
42,117462
43,117462
44,117462
45,117462
46,117462
47,117462
48,117462
49,117462
50,117462
51,117462
52,117462
53,117462
54,117462
55,117462
56,117462
57,117462
58,117462
59,117462
60,117462
61,117462
62,117462
63,117462
64,117462
65,117462
66,117462
67,117462
68,117462
69,117462
70,117462
71,117462
72,117462
73,117462
74,117462
75,117462
76,117462
77,117462
78,117462
79,117462
80,117462
81,117462
82,117462
83,117462
84,117462
85,117462
86,117462
87,117462
88,117462
89,117462
90,117462
