generation,best_cost
0,9707
1,9707
2,9707
3,9639
4,9542
5,9390
6,9390
7,9268
8,9268
9,9239
10,9201
11,9180
12,9169
13,8963
14,8963
15,8874
16,8874
17,8765
18,8765
19,8722
20,8689
21,8631
22,8609
23,8551
24,8551
25,8551
26,8551
27,8551
28,8551
29,8551
30,8551
31,8551
32,8551
33,8551
34,8551
35,8551
36,8551
37,8551
38,8551
39,8551
40,8551
41,8551
42,8551
43,8551
44,8551
45,8551
46,8551
47,8551
48,8551
49,8551
50,8551
51,8551
52,8459
53,8412
54,8360
55,8360
56,8360
57,8358
58,8358
59,8358
60,8358
61,8358
62,8358
63,8358
64,8358
65,8358
66,8358
67,8358
68,8358
69,8358
70,8358
71,8358
72,8358
73,8358
74,8358
75,8358
76,8358
77,8358
78,8358
79,8358
80,8358
81,8358
82,8358
83,8358
84,8358
85,8358
86,8358
87,8358
88,8358
89,8358
90,8358
