generation,best_cost
0,26710
1,26710
2,26133
3,25887
4,25887
5,25887
6,25825
7,25605
8,25182
9,25182
10,25007
11,24727
12,24014
13,24014
14,23938
15,23868
16,23587
17,23549
18,23476
19,23476
20,23388
21,23388
22,23388
23,23388
24,23388
25,23388
26,23388
27,23326
28,23326
29,23326
30,23326
31,23326
32,23326
33,23326
34,23326
35,23326
36,23326
37,23326
38,23326
39,23326
40,23326
41,23326
42,23326
43,23326
44,23326
45,23326
46,23326
47,23326
48,23326
49,23326
50,23326
51,23326
52,23326
53,23326
54,23326
55,23326
56,23326
57,23326
58,23326
59,23326
60,23326
61,23326
62,23326
63,23326
64,23326
65,23326
66,23326
67,23326
68,23326
69,23326
70,23326
71,23326
72,23326
73,23326
74,23326
75,23326
76,23326
77,23326
78,23326
79,23326
80,23326
81,23326
82,23326
83,23326
84,23326
85,23326
86,23326
87,23326
88,23326
89,23326
90,23326
