generation,best_cost
0,987
1,987
2,983
3,983
4,983
5,965
6,960
7,960
8,960
9,960
10,960
11,960
12,960
13,960
14,960
15,960
16,960
17,960
18,960
19,960
20,960
21,960
22,960
23,960
24,960
25,960
26,960
27,960
28,960
29,960
30,960
31,960
32,960
33,960
34,960
35,960
36,960
37,960
38,960
39,960
40,960
41,960
42,960
43,960
44,960
45,960
46,960
47,960
48,960
49,960
50,960
51,960
52,960
53,960
54,960
55,960
56,960
57,960
58,959
59,959
60,959
61,959
62,959
63,959
64,959
65,959
66,959
67,959
68,959
69,959
70,959
71,959
72,959
73,959
74,959
75,959
76,959
77,959
78,959
79,959
80,959
81,959
82,959
83,959
84,959
85,959
86,959
87,959
88,959
89,959
90,959
