generation,best_cost
0,139635
1,139635
2,139635
3,139635
4,136956
5,135839
6,135839
7,135129
8,135129
9,133205
10,133205
11,133205
12,131605
13,130065
14,129950
15,129950
16,129940
17,129940
18,129940
19,129940
20,129940
21,129940
22,129940
23,129940
24,129940
25,129940
26,129940
27,129940
28,129940
29,129940
30,129940
31,129940
32,129940
33,129940
34,129940
35,129940
36,129940
37,128333
38,127817
39,127817
40,127817
41,127817
42,125209
43,125209
44,125060
45,125060
46,122741
47,122741
48,122741
49,122741
50,122741
51,122741
52,122741
53,122741
54,122741
55,122741
56,122741
57,122741
58,122741
59,122741
60,122741
61,122741
62,122741
63,122741
64,122741
65,122741
66,122741
67,122741
68,122741
69,122741
70,122741
71,122741
72,122741
73,122741
74,122729
75,120472
76,119257
77,119257
78,119257
79,119257
80,119257
81,119257
82,119257
83,119257
84,119257
85,119257
86,119257
87,119257
88,119257
89,119257
90,119257
