generation,best_cost
0,27384
1,27384
2,26930
3,26930
4,26761
5,26367
6,26141
7,25712
8,25712
9,25704
10,25704
11,25704
12,25704
13,25704
14,25704
15,25704
16,25704
17,25704
18,25704
19,25704
20,25704
21,25704
22,25704
23,25704
24,25704
25,25704
26,25704
27,25704
28,25704
29,25704
30,25633
31,25633
32,25633
33,25633
34,25633
35,25633
36,25633
37,25633
38,25633
39,25633
40,25633
41,25633
42,25633
43,25633
44,25633
45,25633
46,25633
47,25633
48,25633
49,25633
50,25633
51,25633
52,25633
53,25633
54,25633
55,25633
56,25633
57,25633
58,25633
59,25633
60,25633
61,25633
62,25633
63,25633
64,25633
65,25633
66,25633
67,25633
68,25633
69,25633
70,25633
71,25633
72,25633
73,25633
74,25633
75,25633
76,25633
77,25633
78,25633
79,25633
80,25633
81,25633
82,25633
83,25633
84,25633
85,25633
86,25633
87,25633
88,25633
89,25633
90,25633
